Name,Institution_Type,Address,District_City,State,Pincode,AICTE_Permanent_ID,Women_Only,Minority_Institution,Courses_Offered,Website,Source
IIMT COLLEGE OF ENGINEERING,Private-Self Financing,"PLOT NO A-20, KP-III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44643065276,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
IIMT COLLEGE OF MANAGEMENT,Private-Self Financing,"PLOT NO. 20, KNOWLEDGE PARK-3, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44644332747,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDIAN INSTITUTE OF PRINTING AND PACKAGING TECHNOLOGY,Private-Self Financing,"42A, KNOWLEDGE PARK-3, GREATER NOIDA-201310",Gautam Buddha Nagar,Uttar Pradesh,201310,1-44645015325,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDUS BUSINESS ACADEMY GN CAMPUS,Private-Self Financing,"PLOT NO. 44, KNOWLEDGE PARK III",Gautam Buddha Nagar,Uttar Pradesh,,1-44642528008,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INNOVATIVE INSTITUTE OF EDUCATION AND TECHNOLOGY,Private-Self Financing,"PLOT NO- 06, KNOWLEDGE PARK-2, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44644926486,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ITS COLLEGE OF PROFESSIONAL STUDIES,Private-Self Financing,"PLOT NO -46, KNOWLEDGE PARK-III",Gautam Buddha Nagar,Uttar Pradesh,,1-44643918929,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAIPURIA INSTITUTE OF MANAGEMENT,Private-Self Financing,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,Gautam Buddha Nagar,Uttar Pradesh,,1-44643267178,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JANHIT INSTITUTE OF EDUCATION AND INFORMATION,Private-Self Financing,"PLOT NO. 38 B, KNOWLEDGE PARK PHASE-1,GREATER NOIDA, GAUTAM BUDDHA NAGAR",Gautam Buddha Nagar,Uttar Pradesh,,1-44643834525,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY,Deemed to be University(Pvt),"A-10, SECTOR-62 AND SECTOR 128, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44638732079,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JIMS ENGINEERING MANAGEMENT TECHNICAL CAMPUS,Private-Self Financing,"48/4,KNOWLEDGE PARK-III, GREATER NOIDA PIN-201306",Gautam Buddha Nagar,Uttar Pradesh,201306,1-44643631153,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JSS ACADEMY OF TECHNICAL EDUCATION,Private-Self Financing,"C 20/1, SECTOR 62, NOIDA-201301",Gautam Buddha Nagar,Uttar Pradesh,201301,1-44643093078,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
K C C  INSTITUTE OF LEGAL AND HIGHER EDUCATION,Private-Self Financing,PLOT NO 2 B & 2 C KNOWLEDGE PARK III,Gautam Buddha Nagar,Uttar Pradesh,,1-44644202817,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KAILASH INSITUTE OF NURSING AND PARAMEDICAL SCIENCES,Private-Self Financing,"46A/1, KNOWLEDGE PARK - III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44645044850,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KCC INSTITUTE OF LEGAL AND HIGHER EDUCATION,Private-Self Financing,2B-2C KNOWLEDGE PARK III,Gautam Buddha Nagar,Uttar Pradesh,,1-44644017096,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KCC INSTITUTE OF MANAGEMENT,Private-Self Financing,PLOT NO 2 B & 2 C KNOWLEDGE PARK III GREATER NOIDA,Gautam Buddha Nagar,Uttar Pradesh,,1-44754020883,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KCC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"2B & 2C, KNOWLEDGE PARK III, GREATER NOIDA GAUTAMBUDH NAGAR",Gautam Buddha Nagar,Uttar Pradesh,,1-44643391227,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KM. MAYAWATI GOVERMENT GIRLS POLYTECHNIC,Government,SADOPUR KI JHAL BADALPUR,Gautam Buddha Nagar,Uttar Pradesh,,1-44641471291,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD BUSINESS SCHOOL,Private-Self Financing,"PLOT NO.11, KNOWLEDGE PARK - II,GREATER NOIDA-201306",Gautam Buddha Nagar,Uttar Pradesh,201306,1-44641135573,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD COLLEGE OF ARTS COMMERCE AND SCIENCE,Private-Self Financing,"PLOT NO 3, KNOWLEDGE PARK 2, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44644390784,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"PLOT NO-3,  KNOWLEDGE PARK-II,  GREATER NOIDA,  DIST. GAUTAM BUDH NAGAR,  U.P. 201306",Gautam Buddha Nagar,Uttar Pradesh,201306,1-44641694825,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"PLOT NO.11, KNOWLEDGE PARK-II",Gautam Buddha Nagar,Uttar Pradesh,,1-44641678889,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"PLOT NO.11, KNOWLEDGE PARK-II",Gautam Buddha Nagar,Uttar Pradesh,,1-44644434915,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LLOYD SCHOOL OF MANAGEMENT STUDIES,Private-Self Financing,"PLOT NO-3, KNOWLEDGE PARK-II",Gautam Buddha Nagar,Uttar Pradesh,,1-44638869012,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MANGALMAY INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"PLOT NO 8 & 9 , KNOWLEDGE PARK-II , GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44641960830,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MGM'S COLLEGE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"A-9, SECTOR-62, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44643137038,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MIHIR BHOJ P G COLLEGE DADRI,Private-Self Financing,G T ROAD DADRI,Gautam Buddha Nagar,Uttar Pradesh,,1-44644887230,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"NIET BUSINESS SCHOOL, GREATER NOIDA",Private-Self Financing,"19, KNOWLEDGE PARK-II INSTITUTIONAL AREA GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44642017304,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NIMT GREATER NOIDA,Private-Self Financing,"KP-1, PLOT NO - 41, KASANA ROAD, PARI CHOWK, DISTT. GB NAGAR, NOIDA, UP",Gautam Buddha Nagar,Uttar Pradesh,,1-44641993136,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NIMT INSTITUTE OF HOSPITAL AND PHARMA MANAGEMENT,Private-Self Financing,"K.P.-1, PLOT NO. - 41, KASNA ROAD, PARI CHOWK. GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44642859690,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NIMT INSTITUTE OF MEDICAL AND PARAMEDICAL SCIENCES,Private-Self Financing,41 KNOWLEDGE PARK 1 PARI CHOWK GREATER NODIA,Gautam Buddha Nagar,Uttar Pradesh,,1-44671735540,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NOIDA COLLEGE OF PHYSICAL EDUCATION,Private-Self Financing,"DHOOM MANIKPUR, DADRI, GAUTAM BUDH NAGAR, UTTAR PRADESH",Gautam Buddha Nagar,Uttar Pradesh,,1-44915237038,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NOIDA INSTITUTE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"19, KNOWLEDGE PARK-II, INSTITUTIONAL AREA, GREATER NOIDA-201306",Gautam Buddha Nagar,Uttar Pradesh,201306,1-44642439445,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NTPC SCHOOL OF BUSINESS,Govt aided,"PMI, PLOT NO 5-14, SECTOR-16A, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44639714837,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PATRONAGE INSTITUTE OF MANAGEMENT STUDIES,Private-Self Financing,"PLOT NO.-38, KNOWLEDGE PARK-3, GR.NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44639865834,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PATRONAGE INSTITUTE OF PROFESSIONAL STUDIES,Private-Self Financing,"PLOT NO.-38, KNOWLEDGE PARK-3, GR.NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-45316852493,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PRINCE INSTITUTE OF INNOVATIVE TECHNOLOGY GR. NOIDA,Private-Self Financing,"PLOT NO.- 9, KNOWLEDGE PARK-III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44641865377,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAKSHPAL BAHADUR MANAGEMENT INSTITUTE GR. NOIDA,Private-Self Financing,PLOT NO. 4 KNOWLEDGE PARK - III,Gautam Buddha Nagar,Uttar Pradesh,,1-44644368489,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"RAKSHPAL BAHADUR MANAGEMENT INSTITUTE, GREATER NOIDA",Private-Self Financing,"PLOT NO. 4, KNOWLEDGE PARK - III, GREATER NOIDA, GAUTAM BUDDH NAGAR - 201306 (U.P.)",Gautam Buddha Nagar,Uttar Pradesh,201306,1-44643762595,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAMA DEVI KANYA MAHAVIDYALAYA,Private-Self Financing,"E-3D, SECTOR-61, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44644508911,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAMEESH INSTITUTE OF MANAGEMENT,Private-Self Financing,"PLOT NO-3, KNOWLEDGE PARK-1, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44753603001,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RIG INSTITUTE OF HOSPITALITY AND MANAGEMENT,Private-Self Financing,48/1 KNOWLEDGE PARK 3 GREATER NOIDA,Gautam Buddha Nagar,Uttar Pradesh,,1-44644532416,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RV HIGHER EDUCATION AND TECHNICAL INSTITUTE,Private-Self Financing,"NEAR SHIV NADAR UNIVERSITY,G.T.ROAD,DADRI",Gautam Buddha Nagar,Uttar Pradesh,,1-44643847076,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RV NORTH LAND INSTITUTE OF MANAGEMENT,Private-Self Financing,"18TH KM ,G.T.ROAD,  DADRI, GREATER NOIDA,DISTT-GAUTAMBUDH NAGAR UTTARPRADESH",Gautam Buddha Nagar,Uttar Pradesh,,1-44642003051,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SATYAM FASHION INSTITUTE,Private-Self Financing,"C-56A/14&15, SECTOR-62,",Gautam Buddha Nagar,Uttar Pradesh,,1-44643838120,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHIV NADAR INSTITUTION OF EMINENCE DEEMED TO BE UNIVERSITY,Deemed to be University(Pvt),NH 91 TEHSIL DADRI,Gautam Buddha Nagar,Uttar Pradesh,,1-44641935552,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHREE DRONACHAYA P.G. COLLEGE,Private-Self Financing,KALINDI MARK NEAR SPORT CITY DANKAUR,Gautam Buddha Nagar,Uttar Pradesh,,1-44644494787,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SITASRM ENGINEERING AND RESEARCH INSTITUTE,Private-Self Financing,"PLOT NO. - 14, KNOWLEDGE PARK - 3, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44754406043,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SITASRM INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"25/1, KNOWLEDGE PARK - 3",Gautam Buddha Nagar,Uttar Pradesh,,1-44755664233,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SPARSH GLOBAL BUSINESS SCHOOL,Private-Self Financing,"29/2, KNOWLEDGE PARK - 3, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44637346949,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SYMBIOSIS INTERNATIONAL DEEMED TO BE UNIVERSITY,Deemed to be University(Pvt),"PLOT NO. 47 & 48, BLOCK A, SECTOR 62, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44643759355,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
TRINITY INSTITUTE OF HIGHER EDUCATION,Private-Self Financing,"PLOT NO. 2B/1, KNOWLEDGE PARK-III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44644554910,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
TRINITY INSTITUTE OF INNOVATIONS IN PROFESSIONAL STUDIES,Private-Self Financing,2B/1  KNOWLEDGE PARK-III,Gautam Buddha Nagar,Uttar Pradesh,,1-44638196475,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
U P INSTITUTE OF DESIGN NOIDA,State Government University,"DR. A. P.J ABDUL KALAM TECHNICAL UNIVERSITY, C 22 SECTOR 62, NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44638794867,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
UNITED COLLEGE OF EDUCATION,Private-Self Financing,50 KNOWLEDGE PARK III GREATER NOIDA,Gautam Buddha Nagar,Uttar Pradesh,,1-44644327573,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"UNITED COLLEGE OF ENGINEERING & RESEARCH, GREATER NOIDA",Private-Self Financing,"50, KNOWLEDGE PARK III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44643315366,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
UNITED INSTITUTE OF MANAGEMENT,Private-Self Financing,"50, KNOWLEDGE PARK III, GREATER NOIDA",Gautam Buddha Nagar,Uttar Pradesh,,1-44642545191,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
VIKRAM SARABHAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"PLOT NO. 6B/1, KNOWLEDGE PARK - II",Gautam Buddha Nagar,Uttar Pradesh,,1-44643792670,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
VISHVESHWARYA GROUP OF INSTITUTIONS,Private-Self Financing,20KMS. FROM GHAZIABAD ON GHAZIABAD - BULANDSHAHR MAIN G.T.ROAD,Gautam Buddha Nagar,Uttar Pradesh,,1-44638254847,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
VISHVESHWARYA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,NH-91 GHAZIABAD BULANDSHAHR ROAD DADRI,Gautam Buddha Nagar,Uttar Pradesh,,1-44644875290,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
VISHVESHWARYA INSTITUTE OF POLYTECHNIC,Private-Self Financing,"VILLAGE BEEL AKBARPUR, & TEHSIL DADRI, DISTT. GAUTAM BUDH NAGAR",Gautam Buddha Nagar,Uttar Pradesh,,1-44638424409,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ASIAN BUSINESS SCHOOL,Private-Self Financing,"A-2, SECTOR-125",Gautham Buddha Nagar,Uttar Pradesh,,1-44641043112,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"BIRLA INSTITUTE OF TECHNOLOGY, MESRA, EXTENSION CENTER NOIDA",State Private University,"A-7, SECTOR-1",Gautham Buddha Nagar,Uttar Pradesh,,1-44642077656,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GREATER NOIDA INSTITUTE OF BUSINESS MANAGEMENT,Private-Self Financing,PLOT NO 11/1 KNOWLEDGE PARK-3,Gautham Buddha Nagar,Uttar Pradesh,,1-44641184439,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
I BUSINESS INSTITUTE,Private-Self Financing,"PLOT NO. 35, KNOWLEDGE PARK-II, GREATER NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44641967038,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
I.T.S ENGINEERING COLLEGE,Private-Self Financing,"PLOT NO 46, KNOWLEDGE PARK-III,",Gautham Buddha Nagar,Uttar Pradesh,,1-44642622279,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
IEC GROUP OF INSTITUTIONS,Private-Self Financing,"PLOT NO.-4&11, K.P.-1&3, GREATER NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44638181662,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
IIF COLLEGE OF COMMERCE AND MANAGEMENT STUDIES,Private-Self Financing,"45A, KNOWLEDGE PARK III, GREATER NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44644826834,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
IIMT COLLEGE OF POLYTECHNIC,Private-Self Financing,"PLOT NO- A-20, KNOWLEDGE PARK-III, GREATER NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44639416579,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INSTITUTE OF MANAGEMENT STUDIES, NOIDA",Private-Self Financing,"A-8B, BLOCK-A IMS CAMPUS, SECTOR 62 NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44642344448,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INSTITUTE OF MANAGEMENT STUDIES, NOIDA",Private-Self Financing,"A-8B,BLOCK B, IMS CAMPUS SECTOR-62, NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44642860568,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ISHAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"PLOT NO.-2, KNOWLEDGE PARK-1",Gautham Buddha Nagar,Uttar Pradesh,,1-44643815811,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PATHFINDER RESEARCH AND TRAINING FOUNDATION,Private-Self Financing,"30/7AND 30/8, KNOWLEDGE PARK III, GREATER NOIDA",Gautham Buddha Nagar,Uttar Pradesh,,1-44643786455,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAM-EESH INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"PLOT NO.3,KNOWLEDGE PARK-I,KASNA ROAD,GREATER NOIDA (U.P-201310)",Gautham Buddha Nagar,Uttar Pradesh,201310,1-44642953158,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ABES BUSINESS SCHOOL,Private-Self Financing,"19TH KM STONE, NH-09 (FORMERLY NH-24)",Ghaziabad,Uttar Pradesh,,1-44638656178,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ABES ENGINEERING COLLEGE,Private-Self Financing,"CAMPUS -1,             19TH KM STONE DELHI HAPUR BY PASS ROAD N.H.-24                 VIJAY NAGAR",Ghaziabad,Uttar Pradesh,,1-44640962355,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ABES INSTITUTE OF TECHNOLOGY,Private-Self Financing,"CAMPUS - 2,  19TH KM STONE,  NATIONAL HIGHWAY - 24,  VIJAY NAGAR,  GHAZIABAD (UP)",Ghaziabad,Uttar Pradesh,,1-44642238760,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ACADEMY OF TECHNOLOGY MANAGEMENT AND SCIENCE,Private-Self Financing,"ACCHEJA, NH-24, 49TH MILESTONE, HAPUR BYPASS,",Ghaziabad,Uttar Pradesh,,1-44639380960,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ADHUNIK COLLEGE OF ENGINEERING,Private-Self Financing,"9TH MILE STONE, DELHI MEERUT ROAD DUHAI, GHAZIABAD",Ghaziabad,Uttar Pradesh,,1-44640324156,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ADHUNIK INSTITUTE OF EDUCATION AND RESEARCH,Private-Self Financing,"ADHUNIK INSTITUTE OF EDUCATION AND RESEARCH DELHI-MEERUT ROAD, OPP- BANK OF INDIA,NEAR-BUS STAND, DUHAI,GHAZIABAD (U.P)  201206",Ghaziabad,Uttar Pradesh,201206,1-44644772463,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ADHUNIK INSTITUTE OF PRODUCTIVITY MANAGEMENT & RESEARCH,Private-Self Financing,9TH MILE STONE DELHI MEERUT ROAD DUHAI,Ghaziabad,Uttar Pradesh,,1-44638155148,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AJAY KUMAR GARG ENGINEERING COLLEGE,Private-Self Financing,"27 KM STONE, DELHI-HAPUR BYPASS ROAD,ADHYATMIK NAGAR,GHAZIABAD, U.P",Ghaziabad,Uttar Pradesh,,1-44640999101,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AJAY KUMAR GARG INSTITUTE OF MANAGEMENT,Private-Self Financing,"AJAY KUMAR GARG INSTITUTE OF MANAGEMENT 27 KM STONE, NH 24, DELHI-HAPUR BYPASS ROAD, P.O. ADHYATMIK NAGAR, GHAZIABAD-201009",Ghaziabad,Uttar Pradesh,201009,1-44642589885,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU BANARSI DAS INSTITUTE OF TECHNOLOGY,Private-Self Financing,"7TH K.M. FROM GHAZIABAD ON N.H. 58, DELHI-MEERUT ROAD, DUHAI, GHAZIABAD (U.P.)",Ghaziabad,Uttar Pradesh,,1-44642246965,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CENTRE FOR MANAGEMENT DEVELOPMENT,Private-Self Financing,OPPOSITE E.S.I. HOSPITAL DELHI-MEERUT ROAD MODINAGAR,Ghaziabad,Uttar Pradesh,,1-44639666019,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"CHRIST (DEEMED TO BE UNIVERSITY), DELHI NCR CAMPUS",Deemed to be University(Pvt),"CHRIST UNIVERSITY TRUST, MARIAM NAGAR, MEERUT ROAD",Ghaziabad,Uttar Pradesh,,1-44639504653,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR RAM MANOHAR LOHIA INSTITUTE,Private-Self Financing,DELHI MEERUT ROAD MODINAGAR,Ghaziabad,Uttar Pradesh,,1-44644612062,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. K.N. MODI INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"DELHI - MEERUT ROAD, OPPOSITE SBI MAIN BRANCHMODINAGAR, DISTRICT - GHAZIABADPIN - 201201",Ghaziabad,Uttar Pradesh,201201,1-44642572031,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. RAM MANOHAR LOHIA INSTITUTE,Private-Self Financing,DELHI MEERUT ROAD,Ghaziabad,Uttar Pradesh,,1-44644158708,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. RAM MANOHAR LOHIA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"DELHI Ã¢â¬â MEERUT ROAD, SIKRI KALAN, MODINAGAR",Ghaziabad,Uttar Pradesh,,1-44754956453,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC HINDALPUR,Government,"GOVERNMENT POLYTECHNIC, HINDALPUR, DHOLANA, (HAPUR)",Ghaziabad,Uttar Pradesh,,1-44638484206,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT POLYTECHNIC GHAZIABAD,Government,D BLOCK SHASTRI NAGAR HAPUR ROAD,Ghaziabad,Uttar Pradesh,,1-44639969066,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
H R INSTITUTE OF ENGINEERING AND TECHNOLOGY,Private-Self Financing,"7TH KM STONE, MEERUT ROAD, MORTA",Ghaziabad,Uttar Pradesh,,1-44641178240,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HI-TECH INSTITUTE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"766, 26TH KM, DELHI-HAPUR BYPASS, NH-24",Ghaziabad,Uttar Pradesh,,1-44643105024,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HITECH INSTITUTE,Private-Self Financing,"DASNA, NH-24, GHAZIABAD",Ghaziabad,Uttar Pradesh,,1-44638789106,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HLM COLLEGE,Private-Self Financing,11TH KM STONE MAIN DELHI-MEERUT ROAD BASANTPUR  SAINTHLI GHAZIABAD,Ghaziabad,Uttar Pradesh,,1-44642540176,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
